Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2),Heat Rate (W/m^2),Total Heat (J/m^2),Surface Temp (K)
387.50,679473.07,389.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
387.60,679511.96,388.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
387.70,679550.76,388.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
387.80,679589.49,387.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
387.90,679628.13,386.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.00,679666.69,385.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.10,679705.18,384.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.20,679743.58,384.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.30,679781.90,383.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.40,679820.15,382.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.50,679858.31,381.63,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.60,679896.39,380.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.70,679934.40,380.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.80,679972.32,379.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
388.90,680010.16,378.42,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.00,680047.92,377.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.10,680085.60,376.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.20,680123.21,376.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.30,680160.73,375.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.40,680198.17,374.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.50,680235.53,373.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.60,680272.81,372.81,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.70,680310.01,372.01,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.80,680347.13,371.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
389.90,680384.17,370.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.00,680421.13,369.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.10,680458.01,368.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.20,680494.81,368.00,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.30,680531.53,367.20,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.40,680568.17,366.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.50,680604.73,365.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.60,680641.21,364.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.70,680677.61,363.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.80,680713.93,363.19,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
390.90,680750.17,362.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.00,680786.33,361.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.10,680822.41,360.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.20,680858.40,359.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.30,680894.32,359.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.40,680930.16,358.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.50,680965.92,357.58,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.60,681001.60,356.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.70,681037.19,355.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.80,681072.71,355.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
391.90,681108.15,354.37,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.00,681143.51,353.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.10,681178.78,352.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.20,681213.98,351.97,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.30,681249.10,351.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.40,681284.13,350.37,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.50,681319.09,349.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.60,681353.97,348.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.70,681388.76,347.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.80,681423.48,347.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
392.90,681458.11,346.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.00,681492.67,345.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.10,681527.14,344.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.20,681561.54,343.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.30,681595.86,343.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.40,681630.09,342.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.50,681664.25,341.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.60,681698.32,340.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.70,681732.32,339.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.80,681766.23,339.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
393.90,681800.07,338.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.00,681833.82,337.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.10,681867.49,336.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.20,681901.09,335.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.30,681934.60,335.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.40,681968.04,334.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.50,682001.39,333.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.60,682034.66,332.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.70,682067.86,331.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.80,682100.97,331.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
394.90,682134.00,330.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.00,682166.96,329.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.10,682199.83,328.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.20,682232.62,327.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.30,682265.34,327.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.40,682297.97,326.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.50,682330.52,325.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.60,682362.99,324.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.70,682395.39,323.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.80,682427.70,323.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
395.90,682459.93,322.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.00,682492.08,321.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.10,682524.15,320.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.20,682556.14,319.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.30,682588.06,319.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.40,682619.89,318.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.50,682651.64,317.51,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
396.60,682683.31,316.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
