Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2)
322.40,497635.95,426.19,10000.00,0.00,0.00,0.00,0.00
322.50,497678.49,425.35,10000.00,0.00,0.00,0.00,0.00
322.60,497720.94,424.50,10000.00,0.00,0.00,0.00,0.00
322.70,497763.31,423.66,10000.00,0.00,0.00,0.00,0.00
322.80,497805.59,422.82,10000.00,0.00,0.00,0.00,0.00
322.90,497847.78,421.97,10000.00,0.00,0.00,0.00,0.00
323.00,497889.90,421.13,10000.00,0.00,0.00,0.00,0.00
323.10,497931.92,420.28,10000.00,0.00,0.00,0.00,0.00
323.20,497973.87,419.44,10000.00,0.00,0.00,0.00,0.00
323.30,498015.73,418.59,10000.00,0.00,0.00,0.00,0.00
323.40,498057.50,417.75,10000.00,0.00,0.00,0.00,0.00
323.50,498099.19,416.90,10000.00,0.00,0.00,0.00,0.00
323.60,498140.80,416.06,10000.00,0.00,0.00,0.00,0.00
323.70,498182.32,415.21,10000.00,0.00,0.00,0.00,0.00
323.80,498223.76,414.37,10000.00,0.00,0.00,0.00,0.00
323.90,498265.11,413.52,10000.00,0.00,0.00,0.00,0.00
324.00,498306.38,412.68,10000.00,0.00,0.00,0.00,0.00
324.10,498347.56,411.83,10000.00,0.00,0.00,0.00,0.00
324.20,498388.66,410.99,10000.00,0.00,0.00,0.00,0.00
324.30,498429.67,410.14,10000.00,0.00,0.00,0.00,0.00
324.40,498470.60,409.30,10000.00,0.00,0.00,0.00,0.00
324.50,498511.45,408.45,10000.00,0.00,0.00,0.00,0.00
324.60,498552.21,407.61,10000.00,0.00,0.00,0.00,0.00
324.70,498592.89,406.77,10000.00,0.00,0.00,0.00,0.00
324.80,498633.48,405.92,10000.00,0.00,0.00,0.00,0.00
324.90,498673.98,405.08,10000.00,0.00,0.00,0.00,0.00
325.00,498714.41,404.23,10000.00,0.00,0.00,0.00,0.00
325.10,498754.75,403.39,10000.00,0.00,0.00,0.00,0.00
325.20,498795.00,402.54,10000.00,0.00,0.00,0.00,0.00
325.30,498835.17,401.70,10000.00,0.00,0.00,0.00,0.00
325.40,498875.26,400.85,10000.00,0.00,0.00,0.00,0.00
325.50,498915.26,400.01,10000.00,0.00,0.00,0.00,0.00
325.60,498955.17,399.16,10000.00,0.00,0.00,0.00,0.00
325.70,498995.01,398.32,10000.00,0.00,0.00,0.00,0.00
325.80,499034.75,397.48,10000.00,0.00,0.00,0.00,0.00
325.90,499074.42,396.63,10000.00,0.00,0.00,0.00,0.00
326.00,499113.99,395.79,10000.00,0.00,0.00,0.00,0.00
326.10,499153.49,394.94,10000.00,0.00,0.00,0.00,0.00
326.20,499192.90,394.10,10000.00,0.00,0.00,0.00,0.00
326.30,499232.22,393.25,10000.00,0.00,0.00,0.00,0.00
326.40,499271.46,392.41,10000.00,0.00,0.00,0.00,0.00
326.50,499310.62,391.56,10000.00,0.00,0.00,0.00,0.00
326.60,499349.69,390.72,10000.00,0.00,0.00,0.00,0.00
326.70,499388.68,389.87,10000.00,0.00,0.00,0.00,0.00
326.80,499427.58,389.03,10000.00,0.00,0.00,0.00,0.00
326.90,499466.40,388.19,10000.00,0.00,0.00,0.00,0.00
327.00,499505.14,387.34,10000.00,0.00,0.00,0.00,0.00
327.10,499543.79,386.50,10000.00,0.00,0.00,0.00,0.00
327.20,499582.35,385.65,10000.00,0.00,0.00,0.00,0.00
327.30,499620.83,384.81,10000.00,0.00,0.00,0.00,0.00
327.40,499659.23,383.96,10000.00,0.00,0.00,0.00,0.00
327.50,499697.54,383.12,10000.00,0.00,0.00,0.00,0.00
327.60,499735.77,382.28,10000.00,0.00,0.00,0.00,0.00
327.70,499773.91,381.43,10000.00,0.00,0.00,0.00,0.00
327.80,499811.97,380.59,10000.00,0.00,0.00,0.00,0.00
327.90,499849.94,379.74,10000.00,0.00,0.00,0.00,0.00
328.00,499887.83,378.90,10000.00,0.00,0.00,0.00,0.00
328.10,499925.64,378.05,10000.00,0.00,0.00,0.00,0.00
328.20,499963.36,377.21,10000.00,0.00,0.00,0.00,0.00
328.30,500001.00,376.37,10000.00,0.00,0.00,0.00,0.00
328.40,500038.55,375.52,10000.00,0.00,0.00,0.00,0.00
328.50,500076.02,374.68,10000.00,0.00,0.00,0.00,0.00
328.60,500113.40,373.83,10000.00,0.00,0.00,0.00,0.00
328.70,500150.70,372.99,10000.00,0.00,0.00,0.00,0.00
328.80,500187.91,372.14,10000.00,0.00,0.00,0.00,0.00
328.90,500225.04,371.30,10000.00,0.00,0.00,0.00,0.00
329.00,500262.09,370.46,10000.00,0.00,0.00,0.00,0.00
329.10,500299.05,369.61,10000.00,0.00,0.00,0.00,0.00
329.20,500335.93,368.77,10000.00,0.00,0.00,0.00,0.00
329.30,500372.72,367.92,10000.00,0.00,0.00,0.00,0.00
329.40,500409.43,367.08,10000.00,0.00,0.00,0.00,0.00
329.50,500446.05,366.23,10000.00,0.00,0.00,0.00,0.00
329.60,500482.59,365.39,10000.00,0.00,0.00,0.00,0.00
329.70,500519.04,364.55,10000.00,0.00,0.00,0.00,0.00
329.80,500555.41,363.70,10000.00,0.00,0.00,0.00,0.00
329.90,500591.70,362.86,10000.00,0.00,0.00,0.00,0.00
330.00,500627.90,362.01,10000.00,0.00,0.00,0.00,0.00
330.10,500664.02,361.17,10000.00,0.00,0.00,0.00,0.00
330.20,500700.05,360.33,10000.00,0.00,0.00,0.00,0.00
330.30,500736.00,359.48,10000.00,0.00,0.00,0.00,0.00
330.40,500771.86,358.64,10000.00,0.00,0.00,0.00,0.00
330.50,500807.64,357.79,10000.00,0.00,0.00,0.00,0.00
330.60,500843.34,356.95,10000.00,0.00,0.00,0.00,0.00
330.70,500878.95,356.10,10000.00,0.00,0.00,0.00,0.00
330.80,500914.47,355.26,10000.00,0.00,0.00,0.00,0.00
330.90,500949.91,354.42,10000.00,0.00,0.00,0.00,0.00
331.00,500985.27,353.57,10000.00,0.00,0.00,0.00,0.00
331.10,501020.54,352.73,10000.00,0.00,0.00,0.00,0.00
331.20,501055.73,351.88,10000.00,0.00,0.00,0.00,0.00
331.30,501090.84,351.04,10000.00,0.00,0.00,0.00,0.00
331.40,501125.86,350.20,10000.00,0.00,0.00,0.00,0.00
331.50,501160.79,349.35,10000.00,0.00,0.00,0.00,0.00
331.60,501195.64,348.51,10000.00,0.00,0.00,0.00,0.00
331.70,501230.41,347.66,10000.00,0.00,0.00,0.00,0.00
331.80,501265.09,346.82,10000.00,0.00,0.00,0.00,0.00
331.90,501299.69,345.98,10000.00,0.00,0.00,0.00,0.00
332.00,501334.20,345.13,10000.00,0.00,0.00,0.00,0.00
332.10,501368.63,344.29,10000.00,0.00,0.00,0.00,0.00
332.20,501402.98,343.44,10000.00,0.00,0.00,0.00,0.00
332.30,501437.24,342.60,10000.00,0.00,0.00,0.00,0.00
332.40,501471.41,341.76,10000.00,0.00,0.00,0.00,0.00
332.50,501505.50,340.91,10000.00,0.00,0.00,0.00,0.00
332.60,501539.51,340.07,10000.00,0.00,0.00,0.00,0.00
332.70,501573.43,339.23,10000.00,0.00,0.00,0.00,0.00
332.80,501607.27,338.38,10000.00,0.00,0.00,0.00,0.00
332.90,501641.02,337.54,10000.00,0.00,0.00,0.00,0.00
333.00,501674.69,336.69,10000.00,0.00,0.00,0.00,0.00
333.10,501708.28,335.85,10000.00,0.00,0.00,0.00,0.00
333.20,501741.78,335.01,10000.00,0.00,0.00,0.00,0.00
333.30,501775.20,334.16,10000.00,0.00,0.00,0.00,0.00
333.40,501808.53,333.32,10000.00,0.00,0.00,0.00,0.00
333.50,501841.77,332.47,10000.00,0.00,0.00,0.00,0.00
333.60,501874.94,331.63,10000.00,0.00,0.00,0.00,0.00
333.70,501908.02,330.79,10000.00,0.00,0.00,0.00,0.00
333.80,501941.01,329.94,10000.00,0.00,0.00,0.00,0.00
333.90,501973.92,329.10,10000.00,0.00,0.00,0.00,0.00
334.00,502006.75,328.26,10000.00,0.00,0.00,0.00,0.00
334.10,502039.49,327.41,10000.00,0.00,0.00,0.00,0.00
334.20,502072.14,326.57,10000.00,0.00,0.00,0.00,0.00
334.30,502104.72,325.72,10000.00,0.00,0.00,0.00,0.00
334.40,502137.20,324.88,10000.00,0.00,0.00,0.00,0.00
334.50,502169.61,324.04,10000.00,0.00,0.00,0.00,0.00
334.60,502201.93,323.19,10000.00,0.00,0.00,0.00,0.00
334.70,502234.16,322.35,10000.00,0.00,0.00,0.00,0.00
334.80,502266.31,321.51,10000.00,0.00,0.00,0.00,0.00
334.90,502298.38,320.66,10000.00,0.00,0.00,0.00,0.00
335.00,502330.36,319.82,10000.00,0.00,0.00,0.00,0.00
335.10,502362.26,318.97,10000.00,0.00,0.00,0.00,0.00
335.20,502394.07,318.13,10000.00,0.00,0.00,0.00,0.00
335.30,502425.80,317.29,10000.00,0.00,0.00,0.00,0.00
335.40,502457.44,316.44,10000.00,0.00,0.00,0.00,0.00
335.50,502489.00,315.60,10000.00,0.00,0.00,0.00,0.00
335.60,502520.48,314.76,10000.00,0.00,0.00,0.00,0.00
335.70,502551.87,313.91,10000.00,0.00,0.00,0.00,0.00
335.80,502583.18,313.07,10000.00,0.00,0.00,0.00,0.00
335.90,502614.40,312.22,10000.00,0.00,0.00,0.00,0.00
336.00,502645.54,311.38,10000.00,0.00,0.00,0.00,0.00
336.10,502676.59,310.54,10000.00,0.00,0.00,0.00,0.00
336.20,502707.56,309.69,10000.00,0.00,0.00,0.00,0.00
336.30,502738.45,308.85,10000.00,0.00,0.00,0.00,0.00
336.40,502769.25,308.01,10000.00,0.00,0.00,0.00,0.00
336.50,502799.96,307.16,10000.00,0.00,0.00,0.00,0.00
336.60,502830.60,306.32,10000.00,0.00,0.00,0.00,0.00
336.70,502861.14,305.48,10000.00,0.00,0.00,0.00,0.00
336.80,502891.61,304.63,10000.00,0.00,0.00,0.00,0.00
336.90,502921.99,303.79,10000.00,0.00,0.00,0.00,0.00
337.00,502952.28,302.95,10000.00,0.00,0.00,0.00,0.00
337.10,502982.49,302.10,10000.00,0.00,0.00,0.00,0.00
337.20,503012.62,301.26,10000.00,0.00,0.00,0.00,0.00
337.30,503042.66,300.41,10000.00,0.00,0.00,0.00,0.00
337.40,503072.61,299.57,10000.00,0.00,0.00,0.00,0.00
337.50,503102.49,298.73,10000.00,0.00,0.00,0.00,0.00
337.60,503132.28,297.88,10000.00,0.00,0.00,0.00,0.00
337.70,503161.98,297.04,10000.00,0.00,0.00,0.00,0.00
337.80,503191.60,296.20,10000.00,0.00,0.00,0.00,0.00
337.90,503221.14,295.35,10000.00,0.00,0.00,0.00,0.00
338.00,503250.59,294.51,10000.00,0.00,0.00,0.00,0.00
338.10,503279.95,293.67,10000.00,0.00,0.00,0.00,0.00
338.20,503309.24,292.82,10000.00,0.00,0.00,0.00,0.00
338.30,503338.43,291.98,10000.00,0.00,0.00,0.00,0.00
338.40,503367.55,291.14,10000.00,0.00,0.00,0.00,0.00
338.50,503396.58,290.29,10000.00,0.00,0.00,0.00,0.00
338.60,503425.52,289.45,10000.00,0.00,0.00,0.00,0.00
338.70,503454.38,288.61,10000.00,0.00,0.00,0.00,0.00
338.80,503483.16,287.76,10000.00,0.00,0.00,0.00,0.00
338.90,503511.85,286.92,10000.00,0.00,0.00,0.00,0.00
339.00,503540.46,286.08,10000.00,0.00,0.00,0.00,0.00
339.10,503568.98,285.23,10000.00,0.00,0.00,0.00,0.00
339.20,503597.42,284.39,10000.00,0.00,0.00,0.00,0.00
339.30,503625.77,283.55,10000.00,0.00,0.00,0.00,0.00
339.40,503654.04,282.70,10000.00,0.00,0.00,0.00,0.00
339.50,503682.23,281.86,10000.00,0.00,0.00,0.00,0.00
339.60,503710.33,281.02,10000.00,0.00,0.00,0.00,0.00
339.70,503738.35,280.17,10000.00,0.00,0.00,0.00,0.00
339.80,503766.28,279.33,10000.00,0.00,0.00,0.00,0.00
339.90,503794.13,278.49,10000.00,0.00,0.00,0.00,0.00
340.00,503821.89,277.64,10000.00,0.00,0.00,0.00,0.00
340.10,503849.57,276.80,10000.00,0.00,0.00,0.00,0.00
340.20,503877.17,275.96,10000.00,0.00,0.00,0.00,0.00
340.30,503904.68,275.11,10000.00,0.00,0.00,0.00,0.00
340.40,503932.11,274.27,10000.00,0.00,0.00,0.00,0.00
340.50,503959.45,273.43,10000.00,0.00,0.00,0.00,0.00
340.60,503986.71,272.58,10000.00,0.00,0.00,0.00,0.00
340.70,504013.88,271.74,10000.00,0.00,0.00,0.00,0.00
340.80,504040.97,270.90,10000.00,0.00,0.00,0.00,0.00
340.90,504067.98,270.05,10000.00,0.00,0.00,0.00,0.00
341.00,504094.90,269.21,10000.00,0.00,0.00,0.00,0.00
341.10,504121.73,268.37,10000.00,0.00,0.00,0.00,0.00
341.20,504148.49,267.52,10000.00,0.00,0.00,0.00,0.00
341.30,504175.15,266.68,10000.00,0.00,0.00,0.00,0.00
341.40,504201.74,265.84,10000.00,0.00,0.00,0.00,0.00
341.50,504228.24,264.99,10000.00,0.00,0.00,0.00,0.00
341.60,504254.65,264.15,10000.00,0.00,0.00,0.00,0.00
341.70,504280.98,263.31,10000.00,0.00,0.00,0.00,0.00
341.80,504307.23,262.46,10000.00,0.00,0.00,0.00,0.00
341.90,504333.39,261.62,10000.00,0.00,0.00,0.00,0.00
342.00,504359.47,260.78,10000.00,0.00,0.00,0.00,0.00
342.10,504385.46,259.93,10000.00,0.00,0.00,0.00,0.00
342.20,504411.37,259.09,10000.00,0.00,0.00,0.00,0.00
342.30,504437.20,258.25,10000.00,0.00,0.00,0.00,0.00
342.40,504462.94,257.40,10000.00,0.00,0.00,0.00,0.00
342.50,504488.59,256.56,10000.00,0.00,0.00,0.00,0.00
342.60,504514.16,255.72,10000.00,0.00,0.00,0.00,0.00
342.70,504539.65,254.87,10000.00,0.00,0.00,0.00,0.00
342.80,504565.05,254.03,10000.00,0.00,0.00,0.00,0.00
342.90,504590.37,253.19,10000.00,0.00,0.00,0.00,0.00
343.00,504615.61,252.34,10000.00,0.00,0.00,0.00,0.00
343.10,504640.76,251.50,10000.00,0.00,0.00,0.00,0.00
343.20,504665.82,250.66,10000.00,0.00,0.00,0.00,0.00
343.30,504690.80,249.82,10000.00,0.00,0.00,0.00,0.00
343.40,504715.70,248.97,10000.00,0.00,0.00,0.00,0.00
343.50,504740.51,248.13,10000.00,0.00,0.00,0.00,0.00
343.60,504765.24,247.29,10000.00,0.00,0.00,0.00,0.00
343.70,504789.89,246.44,10000.00,0.00,0.00,0.00,0.00
343.80,504814.45,245.60,10000.00,0.00,0.00,0.00,0.00
343.90,504838.92,244.76,10000.00,0.00,0.00,0.00,0.00
344.00,504863.31,243.91,10000.00,0.00,0.00,0.00,0.00
344.10,504887.62,243.07,10000.00,0.00,0.00,0.00,0.00
344.20,504911.84,242.23,10000.00,0.00,0.00,0.00,0.00
344.30,504935.98,241.38,10000.00,0.00,0.00,0.00,0.00
344.40,504960.04,240.54,10000.00,0.00,0.00,0.00,0.00
344.50,504984.01,239.70,10000.00,0.00,0.00,0.00,0.00
344.60,505007.89,238.85,10000.00,0.00,0.00,0.00,0.00
344.70,505031.69,238.01,10000.00,0.00,0.00,0.00,0.00
344.80,505055.41,237.17,10000.00,0.00,0.00,0.00,0.00
344.90,505079.04,236.33,10000.00,0.00,0.00,0.00,0.00
345.00,505102.59,235.48,10000.00,0.00,0.00,0.00,0.00
345.10,505126.05,234.64,10000.00,0.00,0.00,0.00,0.00
345.20,505149.43,233.80,10000.00,0.00,0.00,0.00,0.00
345.30,505172.73,232.95,10000.00,0.00,0.00,0.00,0.00
345.40,505195.94,232.11,10000.00,0.00,0.00,0.00,0.00
345.50,505219.07,231.27,10000.00,0.00,0.00,0.00,0.00
345.60,505242.11,230.42,10000.00,0.00,0.00,0.00,0.00
345.70,505265.07,229.58,10000.00,0.00,0.00,0.00,0.00
345.80,505287.94,228.74,10000.00,0.00,0.00,0.00,0.00
345.90,505310.73,227.90,10000.00,0.00,0.00,0.00,0.00
346.00,505333.44,227.05,10000.00,0.00,0.00,0.00,0.00
346.10,505356.06,226.21,10000.00,0.00,0.00,0.00,0.00
346.20,505378.59,225.37,10000.00,0.00,0.00,0.00,0.00
346.30,505401.05,224.52,10000.00,0.00,0.00,0.00,0.00
346.40,505423.42,223.68,10000.00,0.00,0.00,0.00,0.00
346.50,505445.70,222.84,10000.00,0.00,0.00,0.00,0.00
346.60,505467.90,222.00,10000.00,0.00,0.00,0.00,0.00
346.70,505490.01,221.15,10000.00,0.00,0.00,0.00,0.00
346.80,505512.04,220.31,10000.00,0.00,0.00,0.00,0.00
346.90,505533.99,219.47,10000.00,0.00,0.00,0.00,0.00
347.00,505555.85,218.62,10000.00,0.00,0.00,0.00,0.00
347.10,505577.63,217.78,10000.00,0.00,0.00,0.00,0.00
347.20,505599.33,216.94,10000.00,0.00,0.00,0.00,0.00
347.30,505620.93,216.09,10000.00,0.00,0.00,0.00,0.00
347.40,505642.46,215.25,10000.00,0.00,0.00,0.00,0.00
347.50,505663.90,214.41,10000.00,0.00,0.00,0.00,0.00
347.60,505685.26,213.57,10000.00,0.00,0.00,0.00,0.00
347.70,505706.53,212.72,10000.00,0.00,0.00,0.00,0.00
347.80,505727.72,211.88,10000.00,0.00,0.00,0.00,0.00
347.90,505748.82,211.04,10000.00,0.00,0.00,0.00,0.00
348.00,505769.84,210.19,10000.00,0.00,0.00,0.00,0.00
348.10,505790.78,209.35,10000.00,0.00,0.00,0.00,0.00
348.20,505811.63,208.51,10000.00,0.00,0.00,0.00,0.00
348.30,505832.39,207.67,10000.00,0.00,0.00,0.00,0.00
348.40,505853.08,206.82,10000.00,0.00,0.00,0.00,0.00
348.50,505873.67,205.98,10000.00,0.00,0.00,0.00,0.00
348.60,505894.19,205.14,10000.00,0.00,0.00,0.00,0.00
348.70,505914.62,204.29,10000.00,0.00,0.00,0.00,0.00
348.80,505934.96,203.45,10000.00,0.00,0.00,0.00,0.00
348.90,505955.22,202.61,10000.00,0.00,0.00,0.00,0.00
349.00,505975.40,201.77,10000.00,0.00,0.00,0.00,0.00
349.10,505995.49,200.92,10000.00,0.00,0.00,0.00,0.00
349.20,506015.50,200.08,10000.00,0.00,0.00,0.00,0.00
349.30,506035.42,199.24,10000.00,0.00,0.00,0.00,0.00
349.40,506055.26,198.39,10000.00,0.00,0.00,0.00,0.00
349.50,506075.02,197.55,10000.00,0.00,0.00,0.00,0.00
349.60,506094.69,196.71,10000.00,0.00,0.00,0.00,0.00
349.70,506114.28,195.87,10000.00,0.00,0.00,0.00,0.00
349.80,506133.78,195.02,10000.00,0.00,0.00,0.00,0.00
349.90,506153.20,194.18,10000.00,0.00,0.00,0.00,0.00
350.00,506172.53,193.34,10000.00,0.00,0.00,0.00,0.00
350.10,506191.78,192.50,10000.00,0.00,0.00,0.00,0.00
350.20,506210.95,191.65,10000.00,0.00,0.00,0.00,0.00
350.30,506230.03,190.81,10000.00,0.00,0.00,0.00,0.00
350.40,506249.02,189.97,10000.00,0.00,0.00,0.00,0.00
350.50,506267.94,189.12,10000.00,0.00,0.00,0.00,0.00
350.60,506286.76,188.28,10000.00,0.00,0.00,0.00,0.00
350.70,506305.51,187.44,10000.00,0.00,0.00,0.00,0.00
350.80,506324.17,186.60,10000.00,0.00,0.00,0.00,0.00
350.90,506342.74,185.75,10000.00,0.00,0.00,0.00,0.00
351.00,506361.23,184.91,10000.00,0.00,0.00,0.00,0.00
351.10,506379.64,184.07,10000.00,0.00,0.00,0.00,0.00
351.20,506397.96,183.23,10000.00,0.00,0.00,0.00,0.00
351.30,506416.20,182.38,10000.00,0.00,0.00,0.00,0.00
351.40,506434.35,181.54,10000.00,0.00,0.00,0.00,0.00
351.50,506452.42,180.70,10000.00,0.00,0.00,0.00,0.00
351.60,506470.41,179.85,10000.00,0.00,0.00,0.00,0.00
351.70,506488.31,179.01,10000.00,0.00,0.00,0.00,0.00
351.80,506506.13,178.17,10000.00,0.00,0.00,0.00,0.00
351.90,506523.86,177.33,10000.00,0.00,0.00,0.00,0.00
352.00,506541.51,176.48,10000.00,0.00,0.00,0.00,0.00
352.10,506559.07,175.64,10000.00,0.00,0.00,0.00,0.00
352.20,506576.55,174.80,10000.00,0.00,0.00,0.00,0.00
352.30,506593.95,173.96,10000.00,0.00,0.00,0.00,0.00
352.40,506611.26,173.11,10000.00,0.00,0.00,0.00,0.00
352.50,506628.49,172.27,10000.00,0.00,0.00,0.00,0.00
352.60,506645.63,171.43,10000.00,0.00,0.00,0.00,0.00
352.70,506662.69,170.59,10000.00,0.00,0.00,0.00,0.00
352.80,506679.66,169.74,10000.00,0.00,0.00,0.00,0.00
352.90,506696.55,168.90,10000.00,0.00,0.00,0.00,0.00
353.00,506713.36,168.06,10000.00,0.00,0.00,0.00,0.00
353.10,506730.08,167.21,10000.00,0.00,0.00,0.00,0.00
353.20,506746.72,166.37,10000.00,0.00,0.00,0.00,0.00
353.30,506763.27,165.53,10000.00,0.00,0.00,0.00,0.00
353.40,506779.74,164.69,10000.00,0.00,0.00,0.00,0.00
353.50,506796.12,163.84,10000.00,0.00,0.00,0.00,0.00
353.60,506812.42,163.00,10000.00,0.00,0.00,0.00,0.00
353.70,506828.64,162.16,10000.00,0.00,0.00,0.00,0.00
353.80,506844.77,161.32,10000.00,0.00,0.00,0.00,0.00
353.90,506860.82,160.47,10000.00,0.00,0.00,0.00,0.00
354.00,506876.78,159.63,10000.00,0.00,0.00,0.00,0.00
354.10,506892.66,158.79,10000.00,0.00,0.00,0.00,0.00
354.20,506908.45,157.95,10000.00,0.00,0.00,0.00,0.00
354.30,506924.16,157.10,10000.00,0.00,0.00,0.00,0.00
354.40,506939.79,156.26,10000.00,0.00,0.00,0.00,0.00
354.50,506955.33,155.42,10000.00,0.00,0.00,0.00,0.00
354.60,506970.79,154.58,10000.00,0.00,0.00,0.00,0.00
354.70,506986.16,153.73,10000.00,0.00,0.00,0.00,0.00
354.80,507001.45,152.89,10000.00,0.00,0.00,0.00,0.00
354.90,507016.66,152.05,10000.00,0.00,0.00,0.00,0.00
355.00,507031.78,151.21,10000.00,0.00,0.00,0.00,0.00
355.10,507046.81,150.36,10000.00,0.00,0.00,0.00,0.00
355.20,507061.77,149.52,10000.00,0.00,0.00,0.00,0.00
355.30,507076.63,148.68,10000.00,0.00,0.00,0.00,0.00
355.40,507091.42,147.84,10000.00,0.00,0.00,0.00,0.00
355.50,507106.12,146.99,10000.00,0.00,0.00,0.00,0.00
355.60,507120.73,146.15,10000.00,0.00,0.00,0.00,0.00
355.70,507135.26,145.31,10000.00,0.00,0.00,0.00,0.00
355.80,507149.71,144.46,10000.00,0.00,0.00,0.00,0.00
355.90,507164.07,143.62,10000.00,0.00,0.00,0.00,0.00
356.00,507178.35,142.78,10000.00,0.00,0.00,0.00,0.00
356.10,507192.54,141.94,10000.00,0.00,0.00,0.00,0.00
356.20,507206.65,141.09,10000.00,0.00,0.00,0.00,0.00
356.30,507220.68,140.25,10000.00,0.00,0.00,0.00,0.00
356.40,507234.62,139.41,10000.00,0.00,0.00,0.00,0.00
356.50,507248.48,138.57,10000.00,0.00,0.00,0.00,0.00
356.60,507262.25,137.72,10000.00,0.00,0.00,0.00,0.00
356.70,507275.94,136.88,10000.00,0.00,0.00,0.00,0.00
356.80,507289.54,136.04,10000.00,0.00,0.00,0.00,0.00
356.90,507303.06,135.20,10000.00,0.00,0.00,0.00,0.00
357.00,507316.50,134.35,10000.00,0.00,0.00,0.00,0.00
357.10,507329.85,133.51,10000.00,0.00,0.00,0.00,0.00
357.20,507343.11,132.67,10000.00,0.00,0.00,0.00,0.00
357.30,507356.30,131.83,10000.00,0.00,0.00,0.00,0.00
357.40,507369.39,130.98,10000.00,0.00,0.00,0.00,0.00
357.50,507382.41,130.14,10000.00,0.00,0.00,0.00,0.00
357.60,507395.34,129.30,10000.00,0.00,0.00,0.00,0.00
357.70,507408.18,128.46,10000.00,0.00,0.00,0.00,0.00
357.80,507420.95,127.62,10000.00,0.00,0.00,0.00,0.00
357.90,507433.62,126.77,10000.00,0.00,0.00,0.00,0.00
358.00,507446.22,125.93,10000.00,0.00,0.00,0.00,0.00
358.10,507458.73,125.09,10000.00,0.00,0.00,0.00,0.00
358.20,507471.15,124.25,10000.00,0.00,0.00,0.00,0.00
358.30,507483.49,123.40,10000.00,0.00,0.00,0.00,0.00
358.40,507495.75,122.56,10000.00,0.00,0.00,0.00,0.00
358.50,507507.92,121.72,10000.00,0.00,0.00,0.00,0.00
358.60,507520.01,120.88,10000.00,0.00,0.00,0.00,0.00
358.70,507532.01,120.03,10000.00,0.00,0.00,0.00,0.00
358.80,507543.93,119.19,10000.00,0.00,0.00,0.00,0.00
358.90,507555.76,118.35,10000.00,0.00,0.00,0.00,0.00
359.00,507567.51,117.51,10000.00,0.00,0.00,0.00,0.00
359.10,507579.18,116.66,10000.00,0.00,0.00,0.00,0.00
359.20,507590.76,115.82,10000.00,0.00,0.00,0.00,0.00
359.30,507602.26,114.98,10000.00,0.00,0.00,0.00,0.00
359.40,507613.67,114.14,10000.00,0.00,0.00,0.00,0.00
359.50,507625.00,113.29,10000.00,0.00,0.00,0.00,0.00
359.60,507636.25,112.45,10000.00,0.00,0.00,0.00,0.00
359.70,507647.41,111.61,10000.00,0.00,0.00,0.00,0.00
359.80,507658.49,110.77,10000.00,0.00,0.00,0.00,0.00
359.90,507669.48,109.92,10000.00,0.00,0.00,0.00,0.00
360.00,507680.39,109.08,10000.00,0.00,0.00,0.00,0.00
360.10,507691.21,108.24,10000.00,0.00,0.00,0.00,0.00
360.20,507701.95,107.40,10000.00,0.00,0.00,0.00,0.00
360.30,507712.60,106.55,10000.00,0.00,0.00,0.00,0.00
360.40,507723.18,105.71,10000.00,0.00,0.00,0.00,0.00
360.50,507733.66,104.87,10000.00,0.00,0.00,0.00,0.00
360.60,507744.07,104.03,10000.00,0.00,0.00,0.00,0.00
360.70,507754.38,103.19,10000.00,0.00,0.00,0.00,0.00
360.80,507764.62,102.34,10000.00,0.00,0.00,0.00,0.00
360.90,507774.77,101.50,10000.00,0.00,0.00,0.00,0.00
361.00,507784.83,100.66,10000.00,0.00,0.00,0.00,0.00
361.10,507794.82,99.82,10000.00,0.00,0.00,0.00,0.00
361.20,507804.71,98.97,10000.00,0.00,0.00,0.00,0.00
361.30,507814.53,98.13,10000.00,0.00,0.00,0.00,0.00
361.40,507824.26,97.29,10000.00,0.00,0.00,0.00,0.00
361.50,507833.90,96.45,10000.00,0.00,0.00,0.00,0.00
361.60,507843.46,95.60,10000.00,0.00,0.00,0.00,0.00
361.70,507852.94,94.76,10000.00,0.00,0.00,0.00,0.00
361.80,507862.33,93.92,10000.00,0.00,0.00,0.00,0.00
361.90,507871.64,93.08,10000.00,0.00,0.00,0.00,0.00
362.00,507880.86,92.23,10000.00,0.00,0.00,0.00,0.00
362.10,507890.00,91.39,10000.00,0.00,0.00,0.00,0.00
362.20,507899.05,90.55,10000.00,0.00,0.00,0.00,0.00
362.30,507908.02,89.71,10000.00,0.00,0.00,0.00,0.00
362.40,507916.91,88.86,10000.00,0.00,0.00,0.00,0.00
362.50,507925.71,88.02,10000.00,0.00,0.00,0.00,0.00
362.60,507934.43,87.18,10000.00,0.00,0.00,0.00,0.00
362.70,507943.06,86.34,10000.00,0.00,0.00,0.00,0.00
362.80,507951.61,85.50,10000.00,0.00,0.00,0.00,0.00
362.90,507960.08,84.65,10000.00,0.00,0.00,0.00,0.00
363.00,507968.46,83.81,10000.00,0.00,0.00,0.00,0.00
363.10,507976.76,82.97,10000.00,0.00,0.00,0.00,0.00
363.20,507984.97,82.13,10000.00,0.00,0.00,0.00,0.00
